Client_ID;Nom;Âge;Produit_Acheté;Montant_Achat;Date_Achat;Méthode_Paiement;Code_Barre;SWIFT;Latitude;Longitude;Ville;Pays
09399143;Océane Plourde;150;Casque Audio;9845.2;2020-09-01;carte_credit;8974347629618;YVODGBPZ;45.43341;-73.86586;Beaconsfield;Canada
09892163;Beauchamp, Emmanuel;55;Écran;738.17;02/04/2024;virement_bancaire;4165673868053;CAMFGBH3V0L;45.44868;-73.81669;Pointe-Claire;Canada
08338334;Beaudry, Kevin;39;Appareil Photo;367.52;2022-02-28;paypal;7677379889005;WUGQGBR9XHX;50.26729;-119.27337;Vernon;Canada
08813220;GervaiS, Joseph;38;Montre Connectée;-2502.2999999999997,00;12/11/2021;PayPal;3299032536145;HQVAGBWEU6V;46.1351;-60.1831;Sydney;Canada
09783409;ISabelle Leduc;44;Télévision;5853.6;2020-04-16;PayPal;6382823266806;MGWCGBWK5G2;45.40008;-73.58248;Sainte-Catherine;Canada
08466204;Beauregard, Hortense;-5;Chargeur Sans Fil;268.15;2021-12-17;carte_credit;9446978955002;PTNEGB0IX27;50.26729;-119.27337;Vernon;Canada
09168299;Timothée Ferland;76;Chargeur Sans Fil;534.0;12/11/2024;carte de crédit;8108717682150;KQRMGB9BKK1;49.88307;-119.48568;Kelowna;Canada
09141131;Dionne, Charles-Richard;69;Disque Dur Externe;1956.07;2022-03-27;PayPal;6018357841706;BCILGBA0X9A;136.71511;-79.2663;Markham;Canada
08575555;Océane Goulet;79;Lunettes de Réalité Virtuelle;1983.33;2022-04-03;Credit Card;4155709919071;LUCOGBRN79E;53.51684;-509.73055;Sherwood Park;Canada
08009562; Sylvie Therrien;27;Télévision;1132.61;04/09/2023;Virement Bancaire;3221784151666;YZPLGB1M;46.23899;-63.13414;Charlottetown;Canada
08439628;Gabrielle-Denise Lévesque;75;Disque Dur Externe;1209.26;02/01/2021;PayPal;3272751421459;OQCNGB7ZWWJ;45.43341;-73.86586;Beaconsfield;Canada
09207660;Bertrand Lapierre;62;Télévision;1715.54,00;2020-02-26;Credit Card;0188947578629;QUAQGBG0;49.88307;-119.48568;Kelowna;Canada
09209626;Soucy, Andrée;64;Lunettes de Réalité Virtuelle;288.12;29/04/2021;Virement Bancaire;4099975706181;DMQQGB0LDTN;46.1351;-60.1831;Sydney;Canada
09815810; ALEXIS PAQUIN;26;Drone;-2087.45;2023-08-05;carte_credit;2652575690780;GSXIGBT7;46.1351;-299.68804;Sydney;Canada
09873407;Anouk Bertrand-Coulombe;43;Router Wi-Fi;3643.3999999999996;30/08/2023;paypal;5753946343155;ARUFGBX6;45.43341;-73.86586;Beaconsfield;Canada
08825162;Michel Fillion ;52;Webcam;-8661.6,00;2023-10-12;virement_bancaire;2796641001282;WIITGBKD;46.1351;-60.1831;Sydney;Canada
08108371;Lucas Trottier;57;Drone;1966,73;2021-01-26;carte_credit;7998519652847;KJBMGBR5318;50.26729;-119.27337;Vernon;Canada
09903234;Thériault, Victor;44;Clé USB;-3266.8;02/07/2024;virement_bancaire;0015969354194;FBTRGBP1;42.8334;-80.38297;Norfolk County;Canada
08523662;Olivia Ménard;20;Casque Audio;-969.7;2024-11-23;Virement Bancaire;7715789937036;EMEXGBH367K;50.26729;-472.37149;Vernon;Canada
09448797; Geneviève Brunet-Roberge;72;Enceinte Bluetooth;-7522.150000000001;04/10/2024;Credit Card;2572604490924;VEYUGBI7COC;50.26729;-119.27337;Vernon;Canada
08025357;Kevin-Théodore Larose;200;Balance Connectée;218.25;22/06/2021;Credit Card;1244977872683;NKLXGBAWI7R;49.88307;-119.48568;Kelowna;Canada
09434240;Charbonneau, Renée;200;Téléphone;296.18;27/10/2020;virement_bancaire;0394805331859;HZPRGBL1KUT;42.8334;-80.38297;Norfolk County;Canada
09852143;OCéane Racine-St-Jean;53;Imprimante;636.14;2023-03-22;PayPal;7676024401142;FYBKGBR7;53.51684;-453.50697;Sherwood Park;Canada
09721784;Thérèse St-Onge;53;Lunettes de Réalité Virtuelle;1638.73;2020-03-31;carte_credit;6828607485297;OYLKGBSJK8P;200.30860;-267.89022;Vernon;Canada
09720817;RichaRd Dufresne;74;Router Wi-Fi;434.43;23/11/2021;carte_credit;5258939425967;YHOJGBGF;46.1351;-60.1831;Sydney;Canada
08139511;Julie Proulx;63;Imprimante;1370.21;14/04/2022;carte_credit;9762202154424;RTTHGBR2;42.8334;-80.38297;Norfolk County;Canada
09374027;Mathieu Lacasse;48;Appareil Photo;7865.15;2020-08-27;carte_credit;0922751589552;GBILGBGQ;45.4473;-73.75335;Dorval;Canada
08963710;Diane Brassard;28;Lunettes de Réalité Virtuelle;1307.62;2020-06-18;virement_bancaire;4956881911125;SOZIGBJ1;185.18056;-119.27337;Vernon;Canada
09117235;Hélène Bouchard;45;Écouteurs;236.11;2021-03-16;virement_bancaire;0901317187180;HNZGGBEO;43.86682;-79.2663;Markham;Canada
08219039;Simone-Mathilde Lefebvre;200;Montre Connectée;-1075,1000000000001;2022-06-27;paypal;1856067148983;LWHFGBCG;45.43341;-73.86586;Beaconsfield;Canada
08558312;Céline Richer;24;E-book;-6623.0;09/06/2020;PayPal;8891694049633;KZXAGB86KAN;46.23899;-63.13414;Charlottetown;Canada
08609090; Provost, Geneviève;29;Console de Jeu;9833.8;2021-12-29;paypal;5085624555384;VBTBGBRJ;50.26729;-119.27337;Vernon;Canada
08658517;Maryse-Karine Marcotte;36;Router Wi-Fi;412.56;2020-10-30;carte_credit;5458143023458;PIYZGBZ1;45.4473;-73.75335;Dorval;Canada
09785557;Manon-Maryse Poulin;30;Tablette;1707.6;2022-05-05;PayPal;3902964082184;SLUZGB8CZRV;50.26729;-119.27337;Vernon;Canada
08318879;Marie-Louise Gendron;68;Projecteur;3655.8999999999996;07/02/2025;carte_credit;2351960958602;VAKLGB6GT3G;45.4473;-73.75335;Dorval;Canada
08157539; MaRcel Robitaille;37;Enceinte Bluetooth;1401,6;28/07/2023;paypal;4902891041109;TVZVGBKMZKU;53.51684;-113.3187;Sherwood Park;Canada
09409330;JeAn-Fortin, Georges;35;Souris Sans Fil;1009.26;2022-11-15;virement_bancaire;0828723885656;NLJVGB71IDI;149.23673;-60.1831;Sydney;Canada
08695802;Jacques Duchesne;37;Appareil Photo;440.71;02/06/2023;PayPal;1685841651162;TXTGGBG3;49.88307;-119.48568;Kelowna;Canada
09868939;Jeannine-Noémie Lévesque;35;Console de Jeu;-7764.450000000001;20/07/2021;PayPal;2519952903065;NTJWGBX5THT;42.8334;-80.38297;Norfolk County;Canada
09736511;Susanne Champagne;33;Webcam;-6408.85;2024-09-13;Virement Bancaire;4592021348200;INGGGB6P;113.84881;-73.75335;Dorval;Canada
08287359;Camille Leclerc;19;Écouteurs;1140.61,00;15/04/2022;PayPal;7178458758620;PIGGGBGH0R2;164.63811;-364.41747;Sherwood Park;Canada
08105363;Dorothée-Odette Blais;36;E-book;7759.2;2024-09-14;PayPal;9899809075040;XHDLGB96;45.40008;-73.58248;Sainte-Catherine;Canada
08628152;Mathieu Nguyen-Lauzon;53;Projecteur;347,22;2023-11-09;paypal;3011606416680;VXHKGB51;49.88307;-119.48568;Kelowna;Canada
08979216;Gagné, Nicolas;28;Enceinte Bluetooth;1132.27;2022-08-17;carte_credit;7453518786387;RJYOGB3IZ2W;45.43341;-73.86586;Beaconsfield;Canada
09588905;Gilbert Michaud-Rousseau;75;Console de Jeu;1659.72;2021-09-21;Credit Card;5974887697040;FZBFGBTR;42.8334;-80.38297;Norfolk County;Canada
08023704;Alice Grenier;52;Appareil de Streaming;1481.55;2024-12-17;Credit Card;1879878592868;PYVDGBQF1Z9;45.43341;-73.86586;Beaconsfield;Canada
08988515;MathiLde Parent;34;Tablette;562.58;11/03/2022;carte_credit;0517958921917;LSLEGBGSZJD;195.05834;-569.40861;Vernon;Canada
09917767;Noémie Gagné;34;Clavier Bluetooth;572.89;2020-04-08;virement_bancaire;2032258572822;UTPDGBJHV47;42.8334;-80.38297;Norfolk County;Canada
09486805; Thérèse AsseLin-Blouin;72;Imprimante;1902.63,00;04/10/2021;Credit Card;9421692177671;PCPKGBPCBYH;46.1351;-60.1831;Sydney;Canada
09894440;Rémy Godin;-5;Clé USB;1544.39;15/11/2024;carte_credit;3036873391157;GWBDGBOEPR9;45.40008;-73.58248;Sainte-Catherine;Canada
08274991;Cécile Gaudreault;57;Appareil Photo;-1291.0;2023-08-21;virement_bancaire;4398401048803;JIQQGBDHL31;214.05558;-119.48568;Kelowna;Canada
08628251;CATHERINE BILODEAU;41;Appareil de Streaming;1600.89;06/10/2023;Virement Bancaire;1452999914308;IUANGBM7;53.51684;-113.3187;Sherwood Park;Canada
09847590;Roger Legault;55;Clavier Bluetooth;208.71;2021-10-02;carte de crédit;6140354406005;GFLRGB4S8Z5;46.23899;-234.00382;Charlottetown;Canada
09069831; Jessica Bolduc-LaVallée;55;Appareil Photo;3866,95;2024-06-30;carte_credit;8341270834578;AODDGBDK;199.51115;-372.33156;Norfolk County;Canada
09657380;Simard, Gilles-Julien;26;Ordinateur;-1448.95;13/02/2024;virement_bancaire;2050465784661;EYODGBNEISD;46.23899;-63.13414;Charlottetown;Canada
08653734;raymond-lévesque, lucie;57;Webcam;-1908.65;13/04/2021;carte de crédit;7523355499204;OWKBGBHPMTT;49.88307;-119.48568;Kelowna;Canada
09915329;Stéphanie Beaudoin;45;Chargeur Sans Fil;1860.42;09/04/2023;PayPal;5685142370485;LDGDGBO7QO0;102.42173;-73.81669;Pointe-Claire;Canada
09358881;laetitia provost;40;Imprimante;1026.92;2022-05-29;carte_credit;5029759989003;DCRDGBVB;42.8334;-80.38297;Norfolk County;Canada
08589309;Alexandre Renaud;28;Écouteurs;957,07;2022-12-23;paypal;0877980874569;IPUUGBP2;221.89558;-232.63827;Dorval;Canada
09009301;William Séguin-Gilbert;200;Casque Audio;425.75;11/09/2024;carte_credit;1602227421782;WOOCGBDW;45.43341;-305.18030;Beaconsfield;Canada
08325518;Grégoire BeaUchamp;62;Écouteurs;-8213.75;05/07/2023;virement_bancaire;3083393346228;IEIAGBCG4RK;42.8334;-80.38297;Norfolk County;Canada
08447388; Lepage, Guillaume-Nathan;29;Tablette;260.85;2024-08-11;Virement Bancaire;7628099560521;UJARGBS52GB;45.43341;-73.86586;Beaconsfield;Canada
09578982;Nathalie-Laetitia Gélinas;75;Téléphone;891.01;14/08/2020;carte_credit;1649024838962;KGUMGB4ZND2;45.4473;-73.75335;Dorval;Canada
08275738;Denis HouDe;65;Console de Jeu;843.87;2023-12-12;Virement Bancaire;1338607927468;FFEKGBRT;45.44868;-73.81669;Pointe-Claire;Canada
09639263;Xavier Benoît;47;Console de Jeu;1537.26;2021-12-31;Virement Bancaire;9633024159846;SNOWGBQ8T2G;45.44868;-73.81669;Pointe-Claire;Canada
09694859;Michelle Veilleux;200;Casque Audio;634.89;2021-04-16;carte de crédit;0988908155063;BGGVGBWYK1S;46.1351;-60.1831;Sydney;Canada
09595514;Martel, Joséphine;22;Télévision;1242.46;04/02/2025;virement_bancaire;2816059605268;CNSOGB39E5Y;166.52431;-73.58248;Sainte-Catherine;Canada
09481244;Vanessa Bernard ;65;Écouteurs;3746.05;17/03/2020;virement_bancaire;0206515720246;XTYAGBWN;45.44868;-73.81669;Pointe-Claire;Canada
09396388;pelletier, marie;75;Imprimante;-2742,5;15/11/2021;carte de crédit;3625665481901;ZUDPGBD4;53.51684;-113.3187;Sherwood Park;Canada
09176430;BerTrand, Michel;20;Appareil de Streaming;178.23;2021-11-05;virement_bancaire;4750712972589;DHEUGBL64WQ;45.4473;-271.57947;Dorval;Canada
09005679;Roland Savoie;30;Disque Dur Externe;8306.8;2020-09-26;paypal;9430504483916;GXZBGBB9ZU4;53.51684;-113.3187;Sherwood Park;Canada
09704152;Caroline Chouinard;39;Ordinateur;379.5;2022-12-23;carte de crédit;3215966829276;BUPHGBP2;45.43341;-73.86586;Beaconsfield;Canada
09485679;Michelle Gervais;59;Projecteur;-8334.1;26/01/2023;virement_bancaire;0974993757923;BWQLGBXMEYZ;42.8334;-80.38297;Norfolk County;Canada
09344846;Paulette Larivière;35;Écran;-2361.7;2024-06-17;PayPal;1177162302484;SQZCGBNL;45.43341;-73.86586;Beaconsfield;Canada
08257529;Villeneuve, Charlotte;38;Écran;1427.71;2021-08-20;carte de crédit;8315229301176;RYLDGBTWD9W;43.86682;-79.2663;Markham;Canada
08248664;denis allard;16;Disque Dur Externe;1795.25;2024-09-08;Credit Card;3143770143892;XAXJGBSZ;49.88307;-119.48568;Kelowna;Canada
08521101; Virginie-Marie Martineau;48;Projecteur;1844.99;11/01/2023;virement_bancaire;2077057729756;HGZUGBV0;42.8334;-80.38297;Norfolk County;Canada
08294609;Maltais, Roger;56;Appareil Photo;58.01;2024-07-18;PayPal;4529693389477;NSXPGBD4;45.4473;-73.75335;Dorval;Canada
08087331;desrochers, mathieu;200;Souris Sans Fil;547.43;2022-06-19;Credit Card;5078388655896;UGKJGBZZ;46.1351;-60.1831;Sydney;Canada
08289759;Zacharie-Nathan Veilleux;28;Drone;401.37;2022-11-15;paypal;0102569829976;XSTOGBFS178;50.26729;-119.27337;Vernon;Canada
08277541;Boivin, Frédérique;55;Télévision;301.18;2024-08-13;carte de crédit;8348403628998;KJJIGB4I84A;50.26729;-119.27337;Vernon;Canada
08898128;Stéphane Rousseau;-5;Téléphone;1035.46;2022-11-23;paypal;8533929578654;TLVUGBIU;143.53298;-73.81669;Pointe-Claire;Canada
08800008; ANDRÉ ST-LAURENT;78;E-book;798,39;09/08/2024;Credit Card;4126009103125;OVUEGBTS;45.40008;-73.58248;Sainte-Catherine;Canada
09226968;Richard Jean;76;Écouteurs;-2907.45;02/04/2021;Virement Bancaire;8631863455540;ANBUGB56DXT;45.43341;-73.86586;Beaconsfield;Canada
09298996;Denis Caron;79;Webcam;130.54;2022-07-15;Virement Bancaire;6215887314506;XHDLGBIN;42.8334;-80.38297;Norfolk County;Canada
08322081;Richard Boulanger ;27;Enceinte Bluetooth;156.25;2024-04-04;carte_credit;4993919001120;YBYDGB5IOQQ;45.44868;-73.81669;Pointe-Claire;Canada
08952684;Nathan Archambault;30;E-book;1691.54;2024-10-24;carte de crédit;1542382919697;WISWGBE9;46.1351;-141.52316;Sydney;Canada
08001597;Jessica Roy-Desbiens;43;Montre Connectée;829.32;30/04/2022;Credit Card;4347821738917;LLALGB0TKBI;43.86682;-79.2663;Markham;Canada
09428591;Lucas Hébert;33;Lunettes de Réalité Virtuelle;704.71;02/11/2024;virement_bancaire;9242090425849;FUTSGBFM;45.40008;-73.58248;Sainte-Catherine;Canada
09772243;Plourde, Jonathan ;42;E-book;545.17;2022-01-22;carte de crédit;3327884593051;NTVSGB95;42.8334;-80.38297;Norfolk County;Canada
08257246;Marguerite Boily;31;Drone;1830.08;2022-08-09;PayPal;6400696469015;JIVEGBP2AFS;46.23899;-63.13414;Charlottetown;Canada
09105171;Julie Lachapelle;200;Lunettes de Réalité Virtuelle;97.38;03/06/2024;paypal;6123587662691;SCCTGB1P;211.40809;-304.66202;Dorval;Canada
09253780;Drolet-Vaillancourt, Antoine;61;E-book;902.76;24/04/2020;carte_credit;3168897803320;DNJSGBV8;45.44868;-73.81669;Pointe-Claire;Canada
08170583;BenoÎt Benoît-Labonté;-5;Webcam;432.14;2020-06-26;PayPal;4601099587241;CYCUGBFP4OA;169.12401;-119.48568;Kelowna;Canada
08519689; Pauline Guillemette;76;Lunettes de Réalité Virtuelle;-7835.4;2022-03-21;carte de crédit;9107643263142;IHREGBJQ;43.86682;-79.2663;Markham;Canada
09515383;Desbiens, Arthur ;-5;Caméra de Sécurité;1760.0,00;06/04/2024;Credit Card;4097526066548;DDHUGBA0;49.88307;-119.48568;Kelowna;Canada
08401946; Roger Boivin;59;Router Wi-Fi;1234.68;03/09/2020;carte de crédit;0433006230506;OREPGB5MTW3;49.88307;-119.48568;Kelowna;Canada
08526748;Patricia Rodrigue;62;Projecteur;220.39;2020-06-19;Virement Bancaire;9177376606257;YOPFGBSU;123.45893;-282.18688;Sainte-Catherine;Canada
09153967;Desbiens, Samuel;59;Écran;1390,05;12/02/2022;virement_bancaire;4899401851498;ROGMGB8SUYF;53.51684;-343.61219;Sherwood Park;Canada
09349315;Frédérique-Élise Denis;29;Caméra de Sécurité;482.52;27/02/2020;carte de crédit;3109388829566;OTPHGBZ5;53.51684;-113.3187;Sherwood Park;Canada
08801968;Poirier, Grégoire;64;Drone;-452.0;12/05/2021;Credit Card;1125340444402;EYCCGBHLUYZ;45.40008;-73.58248;Sainte-Catherine;Canada
08611390;Colette Pelletier;150;Télévision;60.0;13/05/2020;carte_credit;3633959757786;ZVPWGBYGK20;42.8334;-80.38297;Norfolk County;Canada
08924100;Gagné, Martine;51;Disque Dur Externe;-9929,550000000001;2020-02-06;virement_bancaire;4181366206667;AFYBGBFF;45.40008;-73.58248;Sainte-Catherine;Canada
09188938;Joséphine Lemieux-Simard;77;Écran;6401.799999999999;2020-04-18;carte de crédit;1060030859732;BMDFGBRUXWH;50.26729;-119.27337;Vernon;Canada
09322264;Vézina, Anaïs;37;Disque Dur Externe;529.96;2024-08-12;PayPal;0170569490458;ZRYRGBR5HQN;42.8334;-80.38297;Norfolk County;Canada
09004511;Houle, ThéodoRe;49;Téléphone;1277.19;2021-02-22;paypal;6568586974435;EOQTGBGE;45.40008;-200.65407;Sainte-Catherine;Canada
08618511;Martin Therrien;61;Montre Connectée;1798.96;11/03/2020;paypal;8345768254138;CJVNGBC4;45.40008;-73.58248;Sainte-Catherine;Canada
09843936;Duchesne-Houde, Paulette;25;Écouteurs;5140.900000000001;2024-06-24;PayPal;7650547674450;CHZQGB04;53.51684;-315.02368;Sherwood Park;Canada
08627841;RAYMOND AUGER-ARSENAULT;41;Lunettes de Réalité Virtuelle;-9635.1;16/03/2020;virement_bancaire;1717573228364;GQDJGBLB;46.1351;-126.91769;Sydney;Canada
08873408;BenoîT, Christelle;61;Imprimante;135.86;2023-03-30;Credit Card;6295224293268;IWKZGBJD7I1;46.1351;-60.1831;Sydney;Canada
08598172;Goulet, David;64;Enceinte Bluetooth;1525.37;18/02/2020;paypal;1240360360829;QDLZGB2W7R9;45.40008;-73.58248;Sainte-Catherine;Canada
08281098;Zacharie Vézina;61;Router Wi-Fi;1939.1499999999999,00;23/05/2023;carte de crédit;8963552313351;FMQLGBBO8UA;43.86682;-79.2663;Markham;Canada
09601017;Étienne Chouinard-Bergeron;64;Caméra de Sécurité;1674.14;2020-01-03;virement_bancaire;4219989396073;GDFLGB0Z;46.23899;-63.13414;Charlottetown;Canada
08062147;Jérôme Laroche;30;Webcam;-8519.9;2023-01-23;carte_credit;8893421711523;GDFRGBSF;42.8334;-80.38297;Norfolk County;Canada
08765598;Constance St-Jean;34;Chargeur Sans Fil;97.98;19/10/2020;carte_credit;4254759576248;TYRTGB0G;53.51684;-113.3187;Sherwood Park;Canada
08288288;Anaïs Michaud-Boulanger;65;Caméra de Sécurité;1541.17;17/03/2022;carte_credit;4585224316725;RHXRGB77;43.86682;-79.2663;Markham;Canada
09086227;Caron, Martine;71;Lunettes de Réalité Virtuelle;1743.9;05/02/2023;Virement Bancaire;0669425055622;KLSHGBM9QH1;45.4473;-73.75335;Dorval;Canada
08851550; Desrosiers, Rosalie;60;Ordinateur;138,93;17/12/2022;PayPal;7538473659270;NCDWGBMG4YH;42.8334;-80.38297;Norfolk County;Canada
08504876;Célina Boulanger-Vallée;73;E-book;4175.2;2023-04-21;carte de crédit;0106764540568;FBWVGBE7;45.40008;-73.58248;Sainte-Catherine;Canada
08856586;Marc Godin;76;Caméra de Sécurité;351.26;2024-03-21;paypal;3805346503249;GAPAGBOC;53.51684;-113.3187;Sherwood Park;Canada
08423481;Michèle-Simone Lacroix;64;Appareil Photo;1888.79;2023-12-06;paypal;3895608973651;POINGBDFFC9;43.86682;-79.2663;Markham;Canada
09901636;Florence-Béatrice Langlois;53;Lunettes de Réalité Virtuelle;1825.32;15/01/2022;Credit Card;0253009584037;JTSXGBEXQAH;45.40008;-73.58248;Sainte-Catherine;Canada
09950351;Smith, Maryse;30;Appareil de Streaming;56.21;24/08/2020;paypal;3058135512643;ARTXGBM9;122.14654;-60.1831;Sydney;Canada
08598684;Nicole Picard;-5;Téléphone;1056.31;2022-03-12;paypal;4306738750276;UGMFGBG9S6E;45.40008;-73.58248;Sainte-Catherine;Canada
08558480;Noël Gilbert;56;Console de Jeu;642.72;2020-07-16;paypal;3474221991435;LAVSGB2C;45.40008;-73.58248;Sainte-Catherine;Canada
08202345;anaïs labrecque;35;E-book;1894.51;28/12/2024;carte de crédit;6183038628980;RTXTGBOK;158.01010;-113.3187;Sherwood Park;Canada
08078261;Desjardins, Guillaume ;61;Montre Connectée;8212.9,00;2024-02-11;paypal;4191002259162;GWIKGBNT;45.4473;-150.57408;Dorval;Canada
08558916;Émile-Arthur Trottier;73;Clé USB;1156.24;2024-11-04;Virement Bancaire;3052703441847;YBWJGBN6A5W;42.8334;-80.38297;Norfolk County;Canada
09555860;Élisabeth Bédard;60;Montre Connectée;-7871.05;26/01/2022;Virement Bancaire;6507231341918;ERQJGBR8OX5;42.8334;-400.86197;Norfolk County;Canada
09233324;Vincent Cormier;72;Router Wi-Fi;1698.87;2021-04-04;Virement Bancaire;0020790647391;WQBAGB8G4QT;46.23899;-63.13414;Charlottetown;Canada
09072305;Goulet, Henriette ;150;Lunettes de Réalité Virtuelle;1618.2;22/10/2020;Credit Card;8199788358433;UCPNGBVDP1B;45.4473;-73.75335;Dorval;Canada
08930514;Vézina-Breton, Anouk;49;Disque Dur Externe;-5451,75;26/05/2020;carte de crédit;9844652488264;EGIGGBDTCYO;45.4473;-73.75335;Dorval;Canada
08956910;MArtin Richard-Paradis;49;Casque Audio;27.85;26/09/2023;PayPal;1544799581856;DFAQGBN6;50.26729;-119.27337;Vernon;Canada
08163479;Nathan St-Laurent;33;Projecteur;827.83;11/02/2024;virement_bancaire;5418384293638;PVNUGBF4;49.88307;-477.17080;Kelowna;Canada
09411104;Luc Lacroix;17;Téléphone;281.16;11/06/2022;carte_credit;8586490796187;YXBIGBLGF0N;49.88307;-119.48568;Kelowna;Canada
08166333;xavier-grégoire lemieux;37;Casque Audio;1443.45;2023-12-25;Virement Bancaire;3617984489980;LRPJGBR7;42.8334;-80.38297;Norfolk County;Canada
08241757;Édith Piché;33;Webcam;1871.04;09/12/2023;paypal;8970464001498;GHPBGBR3;45.4473;-346.15930;Dorval;Canada
09163157;simone moreau-cloutier;71;Écran;1169.32;2021-10-26;carte_credit;4355136493018;ZTVJGBXI12K;43.86682;-79.2663;Markham;Canada
08701497;Margot Fournier-Savoie;34;Tablette;1088.92;04/04/2020;carte_credit;2697428906694;INHUGB1S;49.88307;-119.48568;Kelowna;Canada
09497962;Michèle Larose-Lemire;60;Souris Sans Fil;718,36;26/06/2020;Virement Bancaire;5760670012806;EJGCGB9F;45.43341;-73.86586;Beaconsfield;Canada
09825338;Charest, Nathan-Lucas;68;Téléphone;1596.17;30/06/2024;PayPal;9470281623655;NOWTGB4ER16;209.88982;-80.38297;Norfolk County;Canada
08945280;bégin, renée;200;Ordinateur;1497.11;30/03/2020;carte de crédit;8336780922730;LROSGB42J66;45.40008;-73.58248;Sainte-Catherine;Canada
09693746;Constance Morissette;31;Imprimante;-6680.599999999999;22/05/2024;carte_credit;8405537285838;VCGJGBAP;45.44868;-73.81669;Pointe-Claire;Canada
08377159;Astrid Bolduc;40;Chargeur Sans Fil;815.8,00;09/05/2023;paypal;0649002880731;RHWBGBSD;43.86682;-79.2663;Markham;Canada
08416124;Frédérique Michaud;46;Souris Sans Fil;1224.66;15/10/2022;virement_bancaire;3933575744581;LUUOGBRK;49.88307;-119.48568;Kelowna;Canada
08204394;Élodie Demers;56;Enceinte Bluetooth;5523.400000000001;31/01/2020;PayPal;9519468787138;AHVVGB7XRNM;45.44868;-73.81669;Pointe-Claire;Canada
08819321;Jeanne Fillion;38;Disque Dur Externe;7502.25;2024-08-06;PayPal;2162568578846;JOKRGBWA;53.51684;-113.3187;Sherwood Park;Canada
08610577;Michelle Denis;19;Chargeur Sans Fil;90.05000000000001;2021-09-08;paypal;2846159654392;XALCGBA1;42.8334;-80.38297;Norfolk County;Canada
08867384;Maurice Robert;53;Clavier Bluetooth;1099.54;03/11/2021;carte de crédit;9993312993157;HYAVGBBV;46.23899;-63.13414;Charlottetown;Canada
08523433;Gabrielle Allard;35;Tablette;5635.650000000001;03/11/2023;PayPal;7499816484624;XHWZGBHSMV1;45.43341;-174.79382;Beaconsfield;Canada
09114623;Dubois, Renée;46;Balance Connectée;-2723.35;11/07/2020;carte_credit;8094930553400;SJNOGBS7;45.43341;-73.86586;Beaconsfield;Canada
08145758;Vincent-Luc Racine;67;Souris Sans Fil;1212,86;2020-05-02;Virement Bancaire;7460678083126;NULGGBA5JLX;185.06694;-80.38297;Norfolk County;Canada
09572317;Mathilde Allard-Lambert;20;Écouteurs;-1326.9499999999998;21/11/2024;PayPal;5968413892887;KMSWGBA9UZI;45.43341;-73.86586;Beaconsfield;Canada
09352872;Audet, Simone-Élodie;38;Téléphone;1934,04;04/01/2025;carte de crédit;7315841714799;RKCTGBA3ZXH;42.8334;-80.38297;Norfolk County;Canada
09350830;Alice Goulet;78;Projecteur;685.19;11/06/2022;carte_credit;8449641135894;VPVAGBBY;50.26729;-119.27337;Vernon;Canada
08192905;Élisabeth Lavoie;53;Console de Jeu;-8800.25;2022-04-10;carte_credit;2486449981595;DUOPGBRPSDJ;46.23899;-63.13414;Charlottetown;Canada
09020634;Gabriel Cyr-Hamel;38;Casque Audio;433.21;2024-06-17;PayPal;8634152138674;DUODGBQT6WA;45.40008;-73.58248;Sainte-Catherine;Canada
09845688;Gilbert, Manon;63;Enceinte Bluetooth;1149.46;16/06/2020;carte_credit;2484388933040;SXRCGB7U7HJ;103.32105;-119.48568;Kelowna;Canada
08860781;Margot Morissette;60;Drone;-1182.6000000000001;2024-11-17;Credit Card;3326312517768;VNPVGBHP;50.26729;-119.27337;Vernon;Canada
09850859;OUELLET, JONATHAN;150;Écouteurs;-4494.049999999999;2020-08-14;carte de crédit;2827315421256;BMKOGBDLQRX;45.4473;-73.75335;Dorval;Canada
09814813;Bélanger, Lucie;45;Lunettes de Réalité Virtuelle;182.11;13/05/2023;Credit Card;0098516850523;KIDAGB3O;45.40008;-73.58248;Sainte-Catherine;Canada
09882256;Geneviève Lamoureux;37;Console de Jeu;1576.34;2021-08-14;carte_credit;4480634468029;JAPAGBL0;46.1351;-60.1831;Sydney;Canada
08601889;Samuel-Édouard Fortier ;61;Balance Connectée;1489.52;18/08/2021;virement_bancaire;0970782481499;JDCDGBZQ0QR;46.1351;-60.1831;Sydney;Canada
09709645;Denise Vachon;57;Enceinte Bluetooth;7433.25;2023-03-14;carte de crédit;0080735015340;ESZVGB9ET95;53.51684;-113.3187;Sherwood Park;Canada
09090903;Fortin, Philippe;26;Télévision;-5139.8;26/08/2020;carte de crédit;0280133278099;CSZDGBT6;53.51684;-113.3187;Sherwood Park;Canada
08735676;MARTINE BRASSARD;54;Balance Connectée;872.58;2023-05-12;Credit Card;5682106908845;GRPKGBNX;50.26729;-259.17990;Vernon;Canada
09235465;Lemieux, Susanne;54;Projecteur;3367.6499999999996;25/12/2023;PayPal;3779295740577;OMZAGBJ9;53.51684;-113.3187;Sherwood Park;Canada
08298003;Jules Boucher;38;Tablette;1220.93;03/10/2020;paypal;5804849511056;SMZPGBI748Q;46.23899;-63.13414;Charlottetown;Canada
08678867;Denis Larouche;24;Écouteurs;1705.95;2020-11-12;virement_bancaire;9265724443804;OJIFGBFSVCT;46.1351;-60.1831;Sydney;Canada
